Date,Beat,BlockRange,StreetName,Offense Type,Premise,Offenses,Hour,address,lat_lon
2017-01-10,17E10,5300-5399,RICE,Theft,"Hotel, Motel, Inn, Etc.",1.0,14,5300-5399 RICE,
2017-01-10,17E10,6400-6499,GULFTON,Aggravated Assault,"Road, Street, or Sidewalk",1.0,16,6400-6499 GULFTON,
2017-01-10,17E10,6400-6499,HILLCROFT,Theft,Bar or Night Club,1.0,2,6400-6499 HILLCROFT,
2017-01-10,17E10,6100-6199,GLENMONT,Aggravated Assault,Apartment Parking Lot,1.0,1,6100-6199 GLENMONT,
2017-01-10,17E20,7200-7299,BISSONNET,Burglary,Drug Store or Medical Supply,1.0,4,7200-7299 BISSONNET,
2017-01-10,17E20,7400-7499,GRAPE,Robbery,Residence or House,1.0,9,7400-7499 GRAPE,
2017-01-10,17E20,9500-9599,BRAES BAYOU,Theft,Other Parking Lot,1.0,18,9500-9599 BRAES BAYOU,
2017-01-10,17E30,11500-11599,SOUTHWEST,Theft,"Electronics Store, Electrical Supplies",1.0,15,11500-11599 SOUTHWEST,
2017-01-10,17E30,10200-10299,BELLFORT,AutoTheft,Apartment Parking Lot,1.0,8,10200-10299 BELLFORT,
2017-01-10,17E40,6400-6499,BELLFORT,Theft,Apartment Parking Lot,1.0,7,6400-6499 BELLFORT,
2017-01-10,17E40,11300-11399,GESSNER,Theft,Grocery Store or Supermarket,1.0,12,11300-11399 GESSNER,
2017-01-10,17E40,11100-11199,FONDREN,Theft,Commercial Parking Lot or Garage,1.0,11,11100-11199 FONDREN,
2017-01-10,17E40,6200-6299,AIRPORT,Theft,Service or Gas Station,1.0,5,6200-6299 AIRPORT,
2017-01-10,18F60,6000-6099,GESSNER,Burglary,Apartment,1.0,16,6000-6099 GESSNER,
2017-01-10,UNK,10100-10199,NORVIC,Theft,Hospital Parking Lot,1.0,17,10100-10199 NORVIC,
2017-01-10,9C40,400-499,MAXEY,Burglary,Apartment,1.0,18,400-499 MAXEY,
2017-01-10,10H70,7300-7399,ARDMORE,Theft,Apartment Parking Lot,1.0,20,7300-7399 ARDMORE,
2017-01-10,12D40,900-999,FM 1959,AutoTheft,Apartment Parking Lot,1.0,4,900-999 FM 1959,
2017-01-10,12D40,11500-11599,SPACE CENTER,Theft,Restaurant or Cafeteria Parking Lot,1.0,9,11500-11599 SPACE CENTER,
2017-01-10,12D50,2400-2499,BAY AREA,Burglary,Service or Gas Station,1.0,3,2400-2499 BAY AREA,
2017-01-10,12D70,200-299,BAYBROOK MALL,Theft,"Other, Unknown, or Not Listed",1.0,15,200-299 BAYBROOK MALL,
2017-01-10,12D70,500-599,BAYBROOK MALL,Theft,Jewelry Stores,1.0,16,500-599 BAYBROOK MALL,
2017-01-10,12D70,100-199,EL DORADO,Theft,Grocery Store or Supermarket Parking Lot,1.0,20,100-199 EL DORADO,
2017-01-10,12D70,18100-18199,GULF,Theft,Other Parking Lot,1.0,20,18100-18199 GULF,
2017-01-10,12D70,500-599,BAYBROOK MALL,Theft,Mall Common Area,1.0,19,500-599 BAYBROOK MALL,
2017-01-10,13D10,3000-3099,GOLFCREST,Aggravated Assault,Apartment,1.0,21,3000-3099 GOLFCREST,
2017-01-10,13D10,5600-5699,WALTRIP,Aggravated Assault,Residence or House,2.0,15,5600-5699 WALTRIP,
2017-01-10,13D10,100-199,WINKLER,Theft,Apartment Parking Lot,1.0,6,100-199 WINKLER,
2017-01-10,13D10,6100-6199,LOOP,Theft,Convenience Store,1.0,0,6100-6199 LOOP,
2017-01-10,13D10,6800-6899,GULF,Theft,Restaurant or Cafeteria,1.0,0,6800-6899 GULF,
2017-01-10,13D10,6800-6899,GULF,Theft,Miscellaneous Business (Non-Specific),1.0,12,6800-6899 GULF,
2017-01-10,13D10,5200-5299,CEDAR CREST,Robbery,"Road, Street, or Sidewalk",1.0,22,5200-5299 CEDAR CREST,
2017-01-10,7C50,5800-5899,FROST,Theft,Miscellaneous Business (Non-Specific),1.0,2,5800-5899 FROST,
2017-01-10,7C50,15400-15499,VANTAGE,Theft,Other Parking Lot,1.0,7,15400-15499 VANTAGE,
2017-01-10,7C50,4200-4299,SAM HOUSTON,Robbery,Other Parking Lot,1.0,13,4200-4299 SAM HOUSTON,
2017-01-10,12D30,12800-12899,GULF,Theft,Strip Business Center Parking Lot,1.0,22,12800-12899 GULF,
2017-01-10,7C50,6000-6099,GREENS,AutoTheft,Apartment Parking Lot,1.0,17,6000-6099 GREENS,
2017-01-10,12D30,12800-12899,GULF,Theft,Strip Business Center Parking Lot,1.0,0,12800-12899 GULF,
2017-01-10,7C20,2800-2899,DAVIS,Theft,Residence or House,1.0,15,2800-2899 DAVIS,
2017-01-10,12D10,1100-1199,EDGEBROOK,Theft,Convenience Store Parking Lot,1.0,15,1100-1199 EDGEBROOK,
2017-01-10,12D10,9100-9199,FUQUA,Theft,,1.0,16,9100-9199 FUQUA,
2017-01-10,6B50,200-299,NORTHPOINT,AutoTheft,Apartment Parking Lot,1.0,13,200-299 NORTHPOINT,
2017-01-10,6B60,13300-13399,NORTHBOROUGH,Theft,Apartment,1.0,13,13300-13399 NORTHBOROUGH,
2017-01-10,6B60,900-999,GREENS,Theft,Apartment Parking Lot,1.0,16,900-999 GREENS,
2017-01-10,6B60,17500-17599,IMPERIAL VALLEY,Robbery,Vehicle/Auto Sales/Lease/Auto Parts Store,1.0,20,17500-17599 IMPERIAL VALLEY,
2017-01-10,6B60,1300-1399,GREENS,Aggravated Assault,Apartment Parking Lot,1.0,1,1300-1399 GREENS,
2017-01-10,6B60,200-299,GREENS,Theft,Restaurant or Cafeteria,1.0,1,200-299 GREENS,
2017-01-10,12D10,9500-9599,ROWLETT,Theft,Department or Discount Store,1.0,19,9500-9599 ROWLETT,
2017-01-10,12D10,10200-10299,ALTMOR,Aggravated Assault,Residence or House,2.0,21,10200-10299 ALTMOR,
2017-01-10,12D10,8600-8699,AIRPORT,Theft,Hotel or Motel Parking Lot,1.0,7,8600-8699 AIRPORT,
2017-01-10,12D10,9500-9599,ROWLETT,Theft,Grocery Store or Supermarket,1.0,22,9500-9599 ROWLETT,
2017-01-10,12D20,10700-10799,KINGSPOINT,Theft,Commercial Parking Lot or Garage,1.0,8,10700-10799 KINGSPOINT,
2017-01-10,12D20,9800-9899,KINGSPOINT,Theft,Other Parking Lot,1.0,15,9800-9899 KINGSPOINT,
2017-01-10,7C10,1400-1499,CALLES,Theft,Apartment Parking Lot,1.0,6,1400-1499 CALLES,
2017-01-10,7C10,3500-3599,CLINE,Theft,Driveway,1.0,11,3500-3599 CLINE,
2017-01-10,7C10,1000-1099,SYDNOR,Burglary,Apartment,1.0,11,1000-1099 SYDNOR,
2017-01-10,12D30,12900-12999,GULF,Burglary,Restaurant or Cafeteria,1.0,8,12900-12999 GULF,
2017-01-10,7C20,4500-4599,PICKFAIR,Theft,Driveway,1.0,10,4500-4599 PICKFAIR,
2017-01-10,7C20,3400-3499,CAPLIN,Burglary,Residence or House,1.0,15,3400-3499 CAPLIN,
2017-01-10,13D20,8300-8399,WYNBROOK,Burglary,Residence or House,1.0,11,8300-8399 WYNBROOK,
2017-01-10,13D20,6600-6699,CHERRYDALE,Theft,"Road, Street, or Sidewalk",1.0,7,6600-6699 CHERRYDALE,
2017-01-10,13D20,8500-8599,BROADWAY,Burglary,Convenience Store,1.0,0,8500-8599 BROADWAY,
2017-01-10,14D20,2900-2999,REED,Theft,Apartment Parking Lot,1.0,7,2900-2999 REED,
2017-01-10,14D20,4600-4699,SUNFLOWER,Robbery,Residence or House,1.0,9,4600-4699 SUNFLOWER,
2017-01-10,14D20,7400-7499,CALHOUN,Aggravated Assault,Apartment,1.0,19,7400-7499 CALHOUN,
2017-01-10,14D30,7200-7299,MARTIN LUTHER KING,Robbery,Liquor Store,1.0,18,7200-7299 MARTIN LUTHER KING,
2017-01-10,14D30,7300-7399,REMEGAN,Burglary,Residence or House,1.0,18,7300-7399 REMEGAN,
2017-01-10,14D30,5900-5999,BELDART,AutoTheft,Driveway,1.0,8,5900-5999 BELDART,
2017-01-10,14D30,5700-5799,SOUTHWIND,Burglary,"Church, Synagogue, or Temple",1.0,1,5700-5799 SOUTHWIND,
2017-01-10,8C60,12300-12399,RIVER TRAIL,AutoTheft,Residence or House,1.0,7,12300-12399 RIVER TRAIL,
2017-01-10,8C60,7400-7499,GLEASON,Burglary,Residence or House,1.0,2,7400-7499 GLEASON,
2017-01-10,14D40,11100-11199,LEITRIM,Aggravated Assault,Restaurant or Cafeteria Parking Lot,1.0,19,11100-11199 LEITRIM,
2017-01-10,14D50,6100-6199,EL GRANATE,Burglary,Residence or House,1.0,21,6100-6199 EL GRANATE,
2017-01-10,9C20,8700-8799,WALLISVILLE,Theft,Miscellaneous Business (Non-Specific),1.0,7,8700-8799 WALLISVILLE,
2017-01-10,9C20,1200-1299,GAZIN,Theft,Miscellaneous Business (Non-Specific),1.0,15,1200-1299 GAZIN,
2017-01-10,9C30,11000-11099,EAST,Robbery,Miscellaneous Business (Non-Specific),1.0,15,11000-11099 EAST,
2017-01-10,9C30,5300-5399,MCCARTY,Theft,Service or Gas Station,1.0,10,5300-5399 MCCARTY,
2017-01-10,14D50,5900-5999,ALMEDA GENOA,Theft,Apartment Parking Lot,1.0,0,5900-5999 ALMEDA GENOA,
2017-01-10,9C40,400-499,MAXEY,Robbery,Car Wash,1.0,8,400-499 MAXEY,
2017-01-10,9C40,400-499,MAXEY,Theft,Apartment,1.0,9,400-499 MAXEY,
2017-01-10,9C40,12200-12299,FLEMING,Theft,"Road, Street, or Sidewalk",1.0,18,12200-12299 FLEMING,
2017-01-10,14D20,4800-4899,WILMINGTON,Theft,"Road, Street, or Sidewalk",1.0,4,4800-4899 WILMINGTON,
2017-01-10,8C50,9000-9099,STERLINGSHIRE,Theft,Apartment,1.0,22,9000-9099 STERLINGSHIRE,
2017-01-10,8C50,9600-9699,MESA,Theft,Vehicle/Auto Sales/Lease/Auto Parts Store,1.0,12,9600-9699 MESA,
2017-01-10,8C50,8600-8699,TEXAS ACORN,Robbery,Residence or House,1.0,7,8600-8699 TEXAS ACORN,
2017-01-10,13D20,8500-8599,BROADWAY,Theft,"Road, Street, or Sidewalk",1.0,1,8500-8599 BROADWAY,
2017-01-10,8C10,8700-8799,SPAULDING,Burglary,"Multi-Plex Home (Duplex,Triplex Etc.)",1.0,20,8700-8799 SPAULDING,
2017-01-10,8C10,3900-3999,LUMBER,Theft,Driveway,1.0,18,3900-3999 LUMBER,
2017-01-10,8C10,4700-4799,EARLINE,Robbery,"Road, Street, or Sidewalk",1.0,0,4700-4799 EARLINE,
2017-01-10,13D20,6300-6399,TELEPHONE,Theft,Grocery Store or Supermarket Parking Lot,1.0,16,6300-6399 TELEPHONE,
2017-01-10,13D20,8600-8699,BROADWAY,Theft,Service or Gas Station,1.0,21,8600-8699 BROADWAY,
2017-01-10,13D20,8900-8999,GLENCREST,Burglary,Apartment,1.0,18,8900-8999 GLENCREST,
2017-01-10,13D40,10600-10699,TELEPHONE,Robbery,Department or Discount Store,1.0,21,10600-10699 TELEPHONE,
2017-01-10,14D10,4000-4099,CORDER,Aggravated Assault,Apartment,1.0,20,4000-4099 CORDER,
2017-01-10,12D10,9800-9899,GULF,Robbery,Grocery Store or Supermarket Parking Lot,1.0,14,9800-9899 GULF,
2017-01-10,18F30,6300-6399,WINDSWEPT,Theft,Apartment,1.0,9,6300-6399 WINDSWEPT,
2017-01-10,8C20,6800-6899,JAY,AutoTheft,Residence or House,1.0,1,6800-6899 JAY,
2017-01-10,8C30,8000-8099,MILEY,Theft,Driveway,1.0,5,8000-8099 MILEY,
2017-01-10,1A30,1700-1799,PARK,Theft,Residence or House,1.0,18,1700-1799 PARK,
2017-01-10,1A30,2900-2999,GREENBRIAR,Theft,Apartment Parking Lot,1.0,9,2900-2999 GREENBRIAR,
2017-01-10,1A30,1600-1699,KIPLING,Theft,Apartment,1.0,9,1600-1699 KIPLING,
2017-01-10,8C40,9100-9199,LAURA KOPPE,Theft,Driveway,1.0,15,9100-9199 LAURA KOPPE,
2017-01-10,8C40,9200-9299,CRESTVIEW,Theft,Residence or House,1.0,15,9200-9299 CRESTVIEW,
2017-01-10,8C50,7900-7999,LOCKSLEY,Theft,Residence or House,1.0,13,7900-7999 LOCKSLEY,
2017-01-10,8C50,9700-9799,MESA,Aggravated Assault,Apartment,1.0,5,9700-9799 MESA,
2017-01-10,1A30,1700-1799,ALABAMA,Theft,Grocery Store or Supermarket Parking Lot,1.0,21,1700-1799 ALABAMA,
2017-01-10,18F20,2600-2699,LOOP,Theft,Service or Gas Station,1.0,16,2600-2699 LOOP,
2017-01-10,20G60,1100-1199,COUNTRY PLACE,Theft,"Multi-Plex Home (Duplex,Triplex Etc.)",1.0,2,1100-1199 COUNTRY PLACE,
2017-01-10,3B50,5300-5399,NORTH,Theft,Restaurant or Cafeteria Parking Lot,1.0,3,5300-5399 NORTH,
2017-01-10,4F10,9700-9799,CEDARDALE,Burglary,Residence or House,1.0,19,9700-9799 CEDARDALE,
2017-01-10,4F10,1300-1399,GESSNER,Robbery,Restaurant or Cafeteria,1.0,21,1300-1399 GESSNER,
2017-01-10,4F10,1000-1099,GESSNER,Theft,Car Wash,1.0,13,1000-1099 GESSNER,
2017-01-10,4F10,1700-1799,GESSNER,Theft,Apartment Parking Lot,1.0,10,1700-1799 GESSNER,
2017-01-10,4F10,9700-9799,LONG POINT,Theft,Apartment Parking Lot,1.0,12,9700-9799 LONG POINT,
2017-01-10,4F10,1700-1799,BLALOCK,Burglary,"Vacant Storage Fac (Barn,Garage,Warehouse)",1.0,11,1700-1799 BLALOCK,
2017-01-10,20G30,10600-10699,MEADOWGLEN,Burglary,Apartment,1.0,14,10600-10699 MEADOWGLEN,
2017-01-10,2A60,2000-2099,18TH,Theft,Convenience Store,1.0,2,2000-2099 18TH,
2017-01-10,20G30,10900-10999,MEADOWGLEN,Theft,Apartment,1.0,2,10900-10999 MEADOWGLEN,
2017-01-10,20G30,10800-10899,RICHMOND,Theft,Apartment Parking Lot,1.0,7,10800-10899 RICHMOND,
2017-01-10,20G30,2800-2899,HAYES,Theft,University or College,1.0,7,2800-2899 HAYES,
2017-01-10,3B40,4400-4499,N,Robbery,"Road, Street, or Sidewalk",1.0,5,4400-4499 N,
2017-01-10,20G50,12300-12399,KATY FWI,Aggravated Assault,"Road, Street, or Sidewalk",2.0,23,12300-12399 KATY FWI,
2017-01-10,2A30,100-199,LOOP,Theft,Commercial Parking Lot or Garage,1.0,18,100-199 LOOP,
2017-01-10,23J50,7800-7899,AIRPORT,Theft,Airport Terminal,1.0,24,7800-7899 AIRPORT,
2017-01-10,20G40,12500-12599,WHITTINGTON,AutoTheft,Apartment Parking Lot,1.0,15,12500-12599 WHITTINGTON,
2017-01-10,2A20,800-899,24TH,AutoTheft,"Road, Street, or Sidewalk",1.0,7,800-899 24TH,
2017-01-10,20G30,2700-2799,KIRKWOOD,Theft,Department or Discount Store,1.0,18,2700-2799 KIRKWOOD,
2017-01-10,20G30,3000-3099,WOODLAND PARK,Burglary,Apartment,1.0,18,3000-3099 WOODLAND PARK,
2017-01-10,20G70,3900-3999,SYNOTT,Theft,Apartment Parking Lot,1.0,9,3900-3999 SYNOTT,
2017-01-10,5F10,1300-1399,AFTON,Theft,Residence or House,1.0,11,1300-1399 AFTON,
2017-01-10,5F10,7400-7499,LONG POINT,Theft,Apartment Parking Lot,1.0,8,7400-7499 LONG POINT,
2017-01-10,2A30,3500-3599,HOUSTON,Robbery,"Pawn, Resale Shop, or Flea Market",1.0,14,3500-3599 HOUSTON,
2017-01-10,3B10,4800-4899,TIDWELL,Theft,Service or Gas Station,1.0,23,4800-4899 TIDWELL,
2017-01-10,2A30,400-499,ARLINGTON,Theft,Residence or House,1.0,14,400-499 ARLINGTON,
2017-01-10,3B10,5200-5299,34TH,Theft,Grocery Store or Supermarket,1.0,17,5200-5299 34TH,
2017-01-10,3B10,4800-4899,LAMONTE,Theft,Apartment Parking Lot,1.0,16,4800-4899 LAMONTE,
2017-01-10,3B10,6400-6499,43RD,Robbery,Department or Discount Store,1.0,16,6400-6499 43RD,
2017-01-10,2A30,400-499,BAYLAND,Robbery,"Road, Street, or Sidewalk",1.0,23,400-499 BAYLAND,
2017-01-10,2A30,400-499,24TH,Theft,Driveway,1.0,12,400-499 24TH,
2017-01-10,2A30,1300-1399,DURHAM,Burglary,Miscellaneous Business (Non-Specific),1.0,0,1300-1399 DURHAM,
2017-01-10,3B50,600-699,KING,Burglary,Residence or House,1.0,4,600-699 KING,
2017-01-10,3B50,8600-8699,FULTON,Burglary,"Physician, Doctor, Dentist's Office",1.0,4,8600-8699 FULTON,
2017-01-10,3B10,5800-5899,SUNFOREST,Theft,Other Parking Lot,1.0,6,5800-5899 SUNFOREST,
2017-01-10,3B30,1500-1599,CHESHIRE,Burglary,"Vacant Single Occ Resd(House,Townhs,Dplex)",1.0,7,1500-1599 CHESHIRE,
2017-01-10,3B50,8600-8699,IRVINGTON,Theft,Clothing Store,1.0,18,8600-8699 IRVINGTON,
2017-01-10,20G40,2000-2099,HAYES,Burglary,Apartment,1.0,20,2000-2099 HAYES,
2017-01-10,2A40,2100-2199,TAYLOR,Robbery,Bank,1.0,10,2100-2199 TAYLOR,
2017-01-10,2A30,700-799,12TH,AutoTheft,Residence or House,1.0,18,700-799 12TH,
2017-01-10,2A50,5700-5799,KIAM,Theft,"Other, Unknown, or Not Listed",1.0,16,5700-5799 KIAM,
2017-01-10,2A50,1800-1899,DURHAM,Theft,Restaurant or Cafeteria Parking Lot,1.0,10,1800-1899 DURHAM,
2017-01-10,2A10,200-299,PATTON,Theft,Service or Gas Station,1.0,15,200-299 PATTON,
2017-01-10,2A10,2900-2999,FULTON,Aggravated Assault,Apartment,1.0,20,2900-2999 FULTON,
2017-01-10,24C60,14900-14999,SAMUEL SPRINGS,Burglary,Residence or House,1.0,10,14900-14999 SAMUEL SPRINGS,
2017-01-10,24C20,2900-2999,SYCAMORE SPRINGS,Theft,Apartment,1.0,16,2900-2999 SYCAMORE SPRINGS,
2017-01-10,24C20,4000-4099,BIRCH HAVEN,Burglary,Residence or House,1.0,14,4000-4099 BIRCH HAVEN,
2017-01-10,20G20,1400-1499,LAKESIDE ESTATES,Aggravated Assault,Apartment Parking Lot,3.0,19,1400-1499 LAKESIDE ESTATES,
2017-01-10,5F20,2200-2299,WIRT,Theft,Grocery Store or Supermarket,1.0,23,2200-2299 WIRT,
2017-01-10,20G80,1100-1199,ELDRIDGE,Theft,Restaurant or Cafeteria Parking Lot,2.0,23,1100-1199 ELDRIDGE,
2017-01-10,24C50,100-199,NORTHPARK PLAZA,Aggravated Assault,Apartment,1.0,22,100-199 NORTHPARK PLAZA,
2017-01-10,2A50,3500-3599,KATY,Theft,Other Parking Lot,1.0,8,3500-3599 KATY,
2017-01-10,20G50,900-999,GESSNER,Theft,Department or Discount Store,1.0,18,900-999 GESSNER,
2017-01-10,2A50,200-299,T C JESTER,Burglary,Apartment,1.0,19,200-299 T C JESTER,
2017-01-10,24C10,700-799,HAMBLEN,Theft,Residence or House,1.0,15,700-799 HAMBLEN,
2017-01-10,2A50,200-299,T C JESTER,Burglary,Apartment,1.0,13,200-299 T C JESTER,
2017-01-10,3B30,1100-1199,WAKEFIELD,Theft,Driveway,1.0,17,1100-1199 WAKEFIELD,
2017-01-10,2A50,7100-7199,MEMORIAL,Theft,Commercial Parking Lot or Garage,1.0,12,7100-7199 MEMORIAL,
2017-01-10,2A40,200-299,KATY,Theft,Other Parking Lot,1.0,13,200-299 KATY,
2017-01-10,2A40,1900-1999,HOLLY,Robbery,"Road, Street, or Sidewalk",1.0,15,1900-1999 HOLLY,
2017-01-10,20G50,10300-10399,KATY,Burglary,Restaurant or Cafeteria,1.0,4,10300-10399 KATY,
2017-01-10,3B30,2900-2999,SHEPHERD,Aggravated Assault,Apartment,1.0,20,2900-2999 SHEPHERD,
2017-01-10,20G80,1400-1499,ELDRIDGE,Rape,Restaurant or Cafeteria,1.0,15,1400-1499 ELDRIDGE,
2017-01-10,20G50,900-999,YORKCHESTER,Theft,Restaurant or Cafeteria Parking Lot,1.0,20,900-999 YORKCHESTER,
2017-01-10,17E30,9300-9399,SPELLMAN,Aggravated Assault,Residence or House,1.0,10,9300-9399 SPELLMAN,
2017-01-10,24C30,3700-3799,FERN,Theft,"Road, Street, or Sidewalk",1.0,7,3700-3799 FERN,
2017-01-10,24C30,3400-3499,NORTHPARK,Theft,Grocery Store or Supermarket,1.0,14,3400-3499 NORTHPARK,
2017-01-10,20G80,2100-2199,SH 6,Theft,Residence or House,1.0,13,2100-2199 SH 6,
2017-01-10,4F30,13200-13299,KATY,Theft,Hotel or Motel Parking Lot,1.0,7,13200-13299 KATY,
2017-01-10,4F30,13200-13299,KATY,Theft,Hotel or Motel Parking Lot,1.0,22,13200-13299 KATY,
2017-01-10,20G50,900-999,GESSNER,Theft,Department or Discount Store,1.0,15,900-999 GESSNER,
2017-01-10,4F30,18800-18899,SAUMS,Theft,"Parks and Recreation, Zoo, Swimming Pool",1.0,16,18800-18899 SAUMS,
2017-01-11,9C30,3800-3899,SAN PEDRO,AutoTheft,Driveway,1.0,7,3800-3899 SAN PEDRO,
2017-01-11,8C30,8000-8099,RECORD,Burglary,Residence or House,1.0,21,8000-8099 RECORD,
2017-01-11,1A30,2400-2499,NORFOLK,Theft,Bar or Night Club Parking Lot,1.0,0,2400-2499 NORFOLK,
2017-01-11,1A30,2200-2299,ALABAMA,Theft,Restaurant or Cafeteria Parking Lot,1.0,13,2200-2299 ALABAMA,
2017-01-11,12D30,12500-12599,GREEN,Theft,Apartment Parking Lot,1.0,8,12500-12599 GREEN,
2017-01-11,13D10,7400-7499,LOOP,Theft,Mall Parking Lot,1.0,22,7400-7499 LOOP,
2017-01-11,24C30,3400-3499,NORTHPARK,AutoTheft,Grocery Store or Supermarket Parking Lot,1.0,13,3400-3499 NORTHPARK,
2017-01-11,1A30,2000-2099,SHEPHERD,Theft,Restaurant or Cafeteria Parking Lot,1.0,9,2000-2099 SHEPHERD,
2017-01-11,8C30,7400-7499,WAYSIDE,AutoTheft,Apartment Parking Lot,1.0,15,7400-7499 WAYSIDE,
2017-01-11,8C20,6800-6899,JAY,Aggravated Assault,Residence or House,1.0,20,6800-6899 JAY,
2017-01-11,19G20,11300-11399,BELLAIRE,AutoTheft,Miscellaneous Business (Non-Specific),1.0,17,11300-11399 BELLAIRE,
2017-01-11,21I50,17300-17399,PALMETTO PINES,Theft,Airport Terminal,1.0,16,17300-17399 PALMETTO PINES,
2017-01-11,13D10,3000-3099,ROE,Aggravated Assault,"Road, Street, or Sidewalk",1.0,23,3000-3099 ROE,
2017-01-11,1A30,1800-1899,WESTHEIMER,Theft,Restaurant or Cafeteria Parking Lot,1.0,12,1800-1899 WESTHEIMER,
2017-01-11,20G50,11300-11399,KATY,Theft,Hotel or Motel Parking Lot,1.0,9,11300-11399 KATY,
2017-01-11,12D30,11700-11799,FUQUA,Theft,Apartment Parking Lot,1.0,20,11700-11799 FUQUA,
2017-01-11,8C60,10000-10099,WOODWICK,Theft,"Road, Street, or Sidewalk",1.0,15,10000-10099 WOODWICK,
2017-01-11,8C60,10100-10199,ENVOY,Theft,Driveway,1.0,9,10100-10199 ENVOY,
2017-01-11,8C60,10300-10399,ENVOY,Theft,Driveway,1.0,8,10300-10399 ENVOY,
2017-01-11,20G50,900-999,YORKCHESTER,Theft,Commercial Parking Lot or Garage,1.0,12,900-999 YORKCHESTER,
2017-01-11,20G50,12800-12899,QUEENSBURY,Theft,Apartment Parking Lot,1.0,11,12800-12899 QUEENSBURY,
2017-01-11,20G50,9800-9899,KATY,Theft,Restaurant or Cafeteria Parking Lot,1.0,7,9800-9899 KATY,
2017-01-11,8C60,5900-5999,LEEDALE,Aggravated Assault,Miscellaneous Business (Non-Specific),1.0,19,5900-5999 LEEDALE,
2017-01-11,20G50,10200-10299,KATY,Theft,Restaurant or Cafeteria Parking Lot,1.0,6,10200-10299 KATY,
2017-01-11,12D70,400-499,TRESVANT,AutoTheft,Apartment Parking Lot,1.0,7,400-499 TRESVANT,
2017-01-11,12D70,18100-18199,GULF,Theft,Department or Discount Store,1.0,14,18100-18199 GULF,
2017-01-11,12D60,1500-1599,RAMADA,Aggravated Assault,"Road, Street, or Sidewalk",1.0,23,1500-1599 RAMADA,
2017-01-11,12D60,16600-16699,THUNDERBAY,Burglary,Residence or House,1.0,12,16600-16699 THUNDERBAY,
2017-01-11,20G50,900-999,GESSNER,Theft,Apartment Parking Lot,1.0,6,900-999 GESSNER,
2017-01-11,8C50,8500-8599,TIDWELL,Theft,"Church, Synagogue, or Temple",1.0,20,8500-8599 TIDWELL,
2017-01-11,8C50,9000-9099,STERLINGSHIRE,AutoTheft,Apartment Parking Lot,1.0,20,9000-9099 STERLINGSHIRE,
2017-01-11,12D40,15300-15399,GULF,Theft,"Hotel, Motel, Inn, Etc.",1.0,17,15300-15399 GULF,
2017-01-11,12D40,900-999,FM 1959,Theft,Apartment Parking Lot,1.0,14,900-999 FM 1959,
2017-01-11,20G30,12400-12499,OXFORD PARK,Burglary,Apartment,1.0,5,12400-12499 OXFORD PARK,
2017-01-11,3B30,4200-4299,T C JESTER,Theft,Other Parking Lot,1.0,20,4200-4299 T C JESTER,
2017-01-11,9C20,9100-9199,WALLISVILLE,Theft,Other Parking Lot,1.0,11,9100-9199 WALLISVILLE,
2017-01-11,9C20,8300-8399,EAST,AutoTheft,Commercial Building,1.0,11,8300-8399 EAST,
2017-01-11,8C50,8600-8699,STERLINGSHIRE,Robbery,Apartment,1.0,9,8600-8699 STERLINGSHIRE,
2017-01-11,3B40,4600-4699,ARLINGTON,Robbery,"Parks and Recreation, Zoo, Swimming Pool",1.0,20,4600-4699 ARLINGTON,
2017-01-11,3B40,5000-5099,YALE,Burglary,Apartment,1.0,16,5000-5099 YALE,
2017-01-11,3B40,200-299,LENA,Theft,Driveway,1.0,17,200-299 LENA,
2017-01-11,3B40,4100-4199,SHEPHERD,Theft,"Hotel, Motel, Inn, Etc.",1.0,17,4100-4199 SHEPHERD,
2017-01-11,12D30,11700-11799,FUQUA,Robbery,Apartment,1.0,19,11700-11799 FUQUA,
2017-01-11,1A30,3100-3199,RICHMOND,Theft,"Physician, Doctor, Dentist's Office",1.0,10,3100-3199 RICHMOND,
2017-01-11,20G50,800-899,SORELLA PVT,Theft,Garage or Carport,1.0,1,800-899 SORELLA PVT,
2017-01-11,9C40,1400-1499,FEDERAL,Theft,Service or Gas Station,1.0,10,1400-1499 FEDERAL,
2017-01-11,12D20,9400-9499,KINGSPASS,Aggravated Assault,Residence or House,1.0,19,9400-9499 KINGSPASS,
2017-01-11,1A50,3700-3799,DRAKE,AutoTheft,Residence or House,1.0,7,3700-3799 DRAKE,
2017-01-11,1A50,4100-4199,SOUTHWEST,Burglary,Apartment,1.0,14,4100-4199 SOUTHWEST,
2017-01-11,1A50,4700-4799,RICHMOND,Theft,Restaurant or Cafeteria Parking Lot,1.0,13,4700-4799 RICHMOND,
2017-01-11,7C20,4000-4099,REID,Robbery,"Road, Street, or Sidewalk",1.0,9,4000-4099 REID,
2017-01-11,4F20,5100-5199,FALLEN BOUGH,Burglary,Residence or House,1.0,18,5100-5199 FALLEN BOUGH,
2017-01-11,6B50,200-299,SULKY,AutoTheft,Residence or House,1.0,5,200-299 SULKY,
2017-01-11,6B60,1000-1099,GREENS,Robbery,,1.0,11,1000-1099 GREENS,
2017-01-11,11H10,6900-6999,CAPITOL,Burglary,Grocery Store or Supermarket,1.0,3,6900-6999 CAPITOL,
2017-01-11,4F20,10000-10099,HAMMERLY,AutoTheft,Apartment Parking Lot,1.0,7,10000-10099 HAMMERLY,
